id,canonical_slug,name,developer,model,created,description,context_length,architecture_input_modalities,architecture_output_modalities,architecture_tokenizer,architecture_instruct_type,pricing_prompt,pricing_completion,pricing_request,pricing_image,pricing_web_search,pricing_internal_reasoning,pricing_input_cache_read,pricing_input_cache_write,top_provider_context_length,top_provider_max_completion_tokens,top_provider_is_moderated,supported_parameters,default_parameters,expiration_date,knowledge_cutoff,links,per_request_limits,supported_voices,hugging_face_id,benchmarks_design_arena
"google/gemini-2.5-pro","google/gemini-2.5-pro","Google: Gemini 2.5 Pro","Google","Gemini 2.5 Pro","1750169544","Gemini 2.5 Pro is Google’s state-of-the-art AI model designed for advanced reasoning; coding; mathematics; and scientific tasks. It employs “thinking” capabilities; enabling it to reason through responses with enhanced accuracy...","1048576","text|image|file|audio|video","text","Gemini","","0.00000125","0.00001","","0.00000125","0.014","0.00001","0.000000125","0.000000375","1048576","65536","","include_reasoning|max_tokens|reasoning|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","2025-01-31","{""details"":""/api/v1/models/google/gemini-2.5-pro/endpoints""}","null","null","","models/3d:elo=1160,wr=52.2,rank=57|models/codecategories:elo=1203,wr=58.3,rank=52|models/dataviz:elo=1290,wr=71.8,rank=12|models/gamedev:elo=1178,wr=55.1,rank=57|models/uicomponent:elo=1198,wr=60.5,rank=49|models/website:elo=1210,wr=58.8,rank=50"
"openai/o3-pro","openai/o3-pro-2025-06-10","OpenAI: o3 Pro","OpenAI","o3 Pro","1749598352","The o-series of models are trained with reinforcement learning to think before they answer and perform complex reasoning. The o3-pro model uses more compute to think harder and provide consistently...","200000","text|file|image","text","GPT","","0.00002","0.00008","","","0.01","","","","200000","100000","true","include_reasoning|max_tokens|reasoning|response_format|seed|structured_outputs|tool_choice|tools","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","2024-06-30","{""details"":""/api/v1/models/openai/o3-pro-2025-06-10/endpoints""}","null","null","",""
"google/gemini-2.5-pro-preview","google/gemini-2.5-pro-preview-06-05","Google: Gemini 2.5 Pro Preview 06-05","Google","Gemini 2.5 Pro Preview 06-05","1749137257","Gemini 2.5 Pro is Google’s state-of-the-art AI model designed for advanced reasoning; coding; mathematics; and scientific tasks. It employs “thinking” capabilities; enabling it to reason through responses with enhanced accuracy...","1048576","file|image|text|audio","text","Gemini","","0.00000125","0.00001","","0.00000125","0.014","0.00001","0.000000125","0.000000375","1048576","65536","","include_reasoning|max_tokens|reasoning|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_p","{}","","2025-01-31","{""details"":""/api/v1/models/google/gemini-2.5-pro-preview-06-05/endpoints""}","null","null","",""
"deepseek/deepseek-r1-0528","deepseek/deepseek-r1-0528","DeepSeek: R1 0528","DeepSeek","R1 0528","1748455170","May 28th update to the [original DeepSeek R1](/deepseek/deepseek-r1) Performance on par with [OpenAI o1](/openai/o1); but open-sourced and with fully open reasoning tokens. It's 671B parameters in size; with 37B active...","163840","text","text","DeepSeek","deepseek-r1","0.0000005","0.00000215","","","","","0.00000035","","163840","32768","","frequency_penalty|include_reasoning|logit_bias|logprobs|max_tokens|min_p|presence_penalty|reasoning|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_logprobs|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","2025-03-31","{""details"":""/api/v1/models/deepseek/deepseek-r1-0528/endpoints""}","null","null","deepseek-ai/DeepSeek-R1-0528","models/3d:elo=1189,wr=53.4,rank=50|models/codecategories:elo=1188,wr=52.6,rank=58|models/dataviz:elo=1222,wr=60.7,rank=37|models/gamedev:elo=1164,wr=49.5,rank=60|models/svg:elo=1096,wr=48.7,rank=53|models/uicomponent:elo=1158,wr=55.1,rank=59|models/website:elo=1192,wr=52.7,rank=57"
"anthropic/claude-opus-4","anthropic/claude-4-opus-20250522","Anthropic: Claude Opus 4","Anthropic","Claude Opus 4","1747931245","Claude Opus 4 is benchmarked as the world’s best coding model; at time of release; bringing sustained performance on complex; long-running tasks and agent workflows. It sets new benchmarks in...","200000","image|text|file","text","Claude","","0.000015","0.000075","","","0.01","","0.0000015","0.00001875","200000","32000","","include_reasoning|max_tokens|reasoning|stop|temperature|tool_choice|tools|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","2025-01-31","{""details"":""/api/v1/models/anthropic/claude-4-opus-20250522/endpoints""}","null","null","","models/3d:elo=1217,wr=57.7,rank=39|models/codecategories:elo=1210,wr=55.6,rank=50|models/dataviz:elo=1189,wr=57.9,rank=54|models/gamedev:elo=1236,wr=59.9,rank=37|models/svg:elo=1185,wr=57.7,rank=38|models/uicomponent:elo=1207,wr=59.2,rank=46|models/website:elo=1207,wr=54.6,rank=52"
"anthropic/claude-sonnet-4","anthropic/claude-4-sonnet-20250522","Anthropic: Claude Sonnet 4","Anthropic","Claude Sonnet 4","1747930371","Claude Sonnet 4 significantly enhances the capabilities of its predecessor; Sonnet 3.7; excelling in both coding and reasoning tasks with improved precision and controllability. Achieving state-of-the-art performance on SWE-bench (72.7%);...","1000000","image|text|file","text","Claude","","0.000003","0.000015","","","0.01","","0.0000003","0.00000375","1000000","64000","","include_reasoning|max_tokens|reasoning|stop|temperature|tool_choice|tools|top_k|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","2025-01-31","{""details"":""/api/v1/models/anthropic/claude-4-sonnet-20250522/endpoints""}","null","null","","models/3d:elo=1217,wr=57.8,rank=40|models/codecategories:elo=1191,wr=53.4,rank=56|models/dataviz:elo=1195,wr=55.8,rank=52|models/gamedev:elo=1204,wr=54.9,rank=47|models/svg:elo=1136,wr=51.1,rank=48|models/uicomponent:elo=1183,wr=58,rank=54|models/website:elo=1188,wr=52.4,rank=59"
"google/gemma-3n-e4b-it","google/gemma-3n-e4b-it","Google: Gemma 3n 4B","Google","Gemma 3n 4B","1747776824","Gemma 3n E4B-it is optimized for efficient execution on mobile and low-resource devices; such as phones; laptops; and tablets. It supports multimodal inputs—including text; visual data; and audio—enabling diverse tasks...","32768","text","text","Other","","0.00000006","0.00000012","","","","","","","32768","","","frequency_penalty|logit_bias|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|stop|structured_outputs|temperature|top_k|top_p","{}","","2024-08-31","{""details"":""/api/v1/models/google/gemma-3n-e4b-it/endpoints""}","null","null","google/gemma-3n-E4B-it",""
"mistralai/mistral-medium-3","mistralai/mistral-medium-3","Mistral: Mistral Medium 3","Mistral","Mistral Medium 3","1746627341","Mistral Medium 3 is a high-performance enterprise-grade language model designed to deliver frontier-level capabilities at significantly reduced operational cost. It balances state-of-the-art reasoning and multimodal performance with 8× lower cost...","131072","text|image|file","text","Mistral","","0.0000004","0.000002","","","","","0.00000004","","131072","","","frequency_penalty|max_tokens|presence_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_p","{""temperature"":0.3}","","2025-03-31","{""details"":""/api/v1/models/mistralai/mistral-medium-3/endpoints""}","null","null","","models/3d:elo=1160,wr=54.6,rank=58|models/codecategories:elo=1118,wr=48.1,rank=78|models/dataviz:elo=1075,wr=45.7,rank=82|models/gamedev:elo=1084,wr=45.3,rank=82|models/uicomponent:elo=1081,wr=50,rank=77|models/website:elo=1122,wr=47.7,rank=81"
"google/gemini-2.5-pro-preview-05-06","google/gemini-2.5-pro-preview-03-25","Google: Gemini 2.5 Pro Preview 05-06","Google","Gemini 2.5 Pro Preview 05-06","1746578513","Gemini 2.5 Pro is Google’s state-of-the-art AI model designed for advanced reasoning; coding; mathematics; and scientific tasks. It employs “thinking” capabilities; enabling it to reason through responses with enhanced accuracy...","1048576","text|image|file|audio|video","text","Gemini","","0.00000125","0.00001","","0.00000125","0.014","0.00001","0.000000125","0.000000375","1048576","65535","","include_reasoning|max_tokens|reasoning|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","2025-01-31","{""details"":""/api/v1/models/google/gemini-2.5-pro-preview-03-25/endpoints""}","null","null","",""
"arcee-ai/virtuoso-large","arcee-ai/virtuoso-large","Arcee AI: Virtuoso Large","ArceeAI","Virtuoso Large","1746478885","Virtuoso‑Large is Arcee's top‑tier general‑purpose LLM at 72 B parameters; tuned to tackle cross‑domain reasoning; creative writing and enterprise QA. Unlike many 70 B peers; it retains the 128 k...","131072","text","text","Other","","0.00000075","0.0000012","","","","","","","131072","64000","","frequency_penalty|logit_bias|max_tokens|min_p|presence_penalty|repetition_penalty|stop|temperature|tool_choice|tools|top_k|top_p","{}","","2025-03-31","{""details"":""/api/v1/models/arcee-ai/virtuoso-large/endpoints""}","null","null","",""
"arcee-ai/coder-large","arcee-ai/coder-large","Arcee AI: Coder Large","ArceeAI","Coder Large","1746478663","Coder‑Large is a 32 B‑parameter offspring of Qwen 2.5‑Instruct that has been further trained on permissively‑licensed GitHub; CodeSearchNet and synthetic bug‑fix corpora. It supports a 32k context window; enabling multi‑file...","32768","text","text","Other","","0.0000005","0.0000008","","","","","","","32768","","","frequency_penalty|logit_bias|max_tokens|min_p|presence_penalty|repetition_penalty|stop|temperature|top_k|top_p","{}","","2025-03-31","{""details"":""/api/v1/models/arcee-ai/coder-large/endpoints""}","null","null","",""
"meta-llama/llama-guard-4-12b","meta-llama/llama-guard-4-12b","Meta: Llama Guard 4 12B","Meta","Llama Guard 4 12B","1745975193","Llama Guard 4 is a Llama 4 Scout-derived multimodal pretrained model; fine-tuned for content safety classification. Similar to previous versions; it can be used to classify content in both LLM...","163840","image|text","text","Other","","0.00000018","0.00000018","","","","","","","163840","16384","","frequency_penalty|logit_bias|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|temperature|top_k|top_p","{}","","2024-08-31","{""details"":""/api/v1/models/meta-llama/llama-guard-4-12b/endpoints""}","null","null","meta-llama/Llama-Guard-4-12B",""
"qwen/qwen3-30b-a3b","qwen/qwen3-30b-a3b-04-28","Qwen: Qwen3 30B A3B","Qwen","Qwen3 30B A3B","1745878604","Qwen3; the latest generation in the Qwen large language model series; features both dense and mixture-of-experts (MoE) architectures to excel in reasoning; multilingual support; and advanced agent tasks. Its unique...","131072","text","text","Qwen3","qwen3","0.00000012","0.0000005","","","","","","","40960","16384","","frequency_penalty|include_reasoning|logit_bias|logprobs|max_tokens|min_p|presence_penalty|reasoning|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_logprobs|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","2025-03-31","{""details"":""/api/v1/models/qwen/qwen3-30b-a3b-04-28/endpoints""}","null","null","Qwen/Qwen3-30B-A3B","models/codecategories:elo=991,wr=37.5,rank=99|models/dataviz:elo=1011,wr=39,rank=89|models/gamedev:elo=963,wr=33.8,rank=100|models/uicomponent:elo=1000,wr=42.4,rank=90|models/website:elo=997,wr=37.7,rank=101"
"qwen/qwen3-8b","qwen/qwen3-8b-04-28","Qwen: Qwen3 8B","Qwen","Qwen3 8B","1745876632","Qwen3-8B is a dense 8.2B parameter causal language model from the Qwen3 series; designed for both reasoning-heavy tasks and efficient dialogue. It supports seamless switching between ""thinking"" mode for math;...","131072","text","text","Qwen3","qwen3","0.000000117","0.000000455","","","","","","","131072","8192","","include_reasoning|max_tokens|presence_penalty|reasoning|response_format|seed|temperature|tool_choice|tools|top_p","{""temperature"":0.6;""top_p"":0.95;""top_k"":20;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","2025-03-31","{""details"":""/api/v1/models/qwen/qwen3-8b-04-28/endpoints""}","null","null","Qwen/Qwen3-8B",""
"qwen/qwen3-14b","qwen/qwen3-14b-04-28","Qwen: Qwen3 14B","Qwen","Qwen3 14B","1745876478","Qwen3-14B is a dense 14.8B parameter causal language model from the Qwen3 series; designed for both complex reasoning and efficient dialogue. It supports seamless switching between a ""thinking"" mode for...","131702","text","text","Qwen3","qwen3","0.0000001","0.00000024","","","","","","","40960","40960","","frequency_penalty|include_reasoning|logit_bias|logprobs|max_tokens|min_p|presence_penalty|reasoning|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_logprobs|top_p","{}","","2025-03-31","{""details"":""/api/v1/models/qwen/qwen3-14b-04-28/endpoints""}","null","null","Qwen/Qwen3-14B",""
"qwen/qwen3-32b","qwen/qwen3-32b-04-28","Qwen: Qwen3 32B","Qwen","Qwen3 32B","1745875945","Qwen3-32B is a dense 32.8B parameter causal language model from the Qwen3 series; optimized for both complex reasoning and efficient dialogue. It supports seamless switching between a ""thinking"" mode for...","131072","text","text","Qwen3","qwen3","0.00000008","0.00000028","","","","","","","40960","16384","","frequency_penalty|include_reasoning|logit_bias|logprobs|max_tokens|min_p|presence_penalty|reasoning|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_logprobs|top_p","{}","","2025-03-31","{""details"":""/api/v1/models/qwen/qwen3-32b-04-28/endpoints""}","null","null","Qwen/Qwen3-32B",""
"qwen/qwen3-235b-a22b","qwen/qwen3-235b-a22b-04-28","Qwen: Qwen3 235B A22B","Qwen","Qwen3 235B A22B","1745875757","Qwen3-235B-A22B is a 235B parameter mixture-of-experts (MoE) model developed by Qwen; activating 22B parameters per forward pass. It supports seamless switching between a ""thinking"" mode for complex reasoning; math; and...","131072","text","text","Qwen3","qwen3","0.000000455","0.00000182","","","","","","","131072","8192","","include_reasoning|max_tokens|presence_penalty|reasoning|response_format|seed|temperature|tool_choice|tools|top_p","{}","","2025-03-31","{""details"":""/api/v1/models/qwen/qwen3-235b-a22b-04-28/endpoints""}","null","null","Qwen/Qwen3-235B-A22B","models/3d:elo=937,wr=24.5,rank=94|models/codecategories:elo=1052,wr=38.3,rank=91|models/dataviz:elo=1045,wr=41,rank=86|models/gamedev:elo=994,wr=33.1,rank=98|models/uicomponent:elo=1016,wr=39.1,rank=89|models/website:elo=1073,wr=40.5,rank=89"
"openai/o4-mini-high","openai/o4-mini-high-2025-04-16","OpenAI: o4 Mini High","OpenAI","o4 Mini High","1744824212","OpenAI o4-mini-high is the same model as [o4-mini](/openai/o4-mini) with reasoning_effort set to high. OpenAI o4-mini is a compact reasoning model in the o-series; optimized for fast; cost-efficient performance while retaining...","200000","image|text|file","text","GPT","","0.0000011","0.0000044","","","0.01","","0.000000275","","200000","100000","true","include_reasoning|max_tokens|reasoning|response_format|seed|structured_outputs|tool_choice|tools","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","2024-06-30","{""details"":""/api/v1/models/openai/o4-mini-high-2025-04-16/endpoints""}","null","null","",""
"openai/o3","openai/o3-2025-04-16","OpenAI: o3","OpenAI","o3","1744823457","o3 is a well-rounded and powerful model across domains. It sets a new standard for math; science; coding; and visual reasoning tasks. It also excels at technical writing and instruction-following....","200000","image|text|file","text","GPT","","0.000002","0.000008","","","0.01","","0.0000005","","200000","100000","true","include_reasoning|max_tokens|reasoning|response_format|seed|structured_outputs|tool_choice|tools","{}","","2024-06-30","{""details"":""/api/v1/models/openai/o3-2025-04-16/endpoints""}","null","null","","models/codecategories:elo=1069,wr=51.9,rank=86|models/dataviz:elo=1200,wr=48.1,rank=50|models/gamedev:elo=1100,wr=56.9,rank=79|models/uicomponent:elo=1071,wr=53.3,rank=80|models/website:elo=1079,wr=53.8,rank=88"
"openai/o4-mini","openai/o4-mini-2025-04-16","OpenAI: o4 Mini","OpenAI","o4 Mini","1744820942","OpenAI o4-mini is a compact reasoning model in the o-series; optimized for fast; cost-efficient performance while retaining strong multimodal and agentic capabilities. It supports tool use and demonstrates competitive reasoning...","200000","image|text|file","text","GPT","","0.0000011","0.0000044","","","0.01","","0.000000275","","200000","100000","true","include_reasoning|max_tokens|reasoning|response_format|seed|structured_outputs|tool_choice|tools","{}","","2024-06-30","{""details"":""/api/v1/models/openai/o4-mini-2025-04-16/endpoints""}","null","null","","models/3d:elo=931,wr=34,rank=95|models/codecategories:elo=1025,wr=46.4,rank=95|models/dataviz:elo=1034,wr=50,rank=88|models/gamedev:elo=1069,wr=50,rank=83|models/uicomponent:elo=1038,wr=46.9,rank=84|models/website:elo=1028,wr=47.1,rank=97"
"openai/gpt-4.1","openai/gpt-4.1-2025-04-14","OpenAI: GPT-4.1","OpenAI","GPT-4.1","1744651385","GPT-4.1 is a flagship large language model optimized for advanced instruction following; real-world software engineering; and long-context reasoning. It supports a 1 million token context window and outperforms GPT-4o and...","1047576","image|text|file","text","GPT","","0.000002","0.000008","","","0.01","","0.0000005","","1047576","","","max_completion_tokens|max_tokens|response_format|seed|structured_outputs|temperature|tool_choice|tools|top_p","{}","","2024-06-30","{""details"":""/api/v1/models/openai/gpt-4.1-2025-04-14/endpoints""}","null","null","","models/3d:elo=927,wr=30.9,rank=96|models/codecategories:elo=1075,wr=50.9,rank=85|models/dataviz:elo=1147,wr=59.5,rank=66|models/gamedev:elo=1145,wr=59.1,rank=67|models/uicomponent:elo=1055,wr=49.7,rank=81|models/website:elo=1081,wr=52.3,rank=87"
"openai/gpt-4.1-mini","openai/gpt-4.1-mini-2025-04-14","OpenAI: GPT-4.1 Mini","OpenAI","GPT-4.1 Mini","1744651381","GPT-4.1 Mini is a mid-sized model delivering performance competitive with GPT-4o at substantially lower latency and cost. It retains a 1 million token context window and scores 45.1% on hard...","1047576","image|text|file","text","GPT","","0.0000004","0.0000016","","","0.01","","0.0000001","","1047576","32768","true","max_completion_tokens|max_tokens|response_format|seed|structured_outputs|temperature|tool_choice|tools|top_p","{}","","2024-06-30","{""details"":""/api/v1/models/openai/gpt-4.1-mini-2025-04-14/endpoints""}","null","null","","models/3d:elo=914,wr=30.5,rank=97|models/codecategories:elo=1043,wr=47.5,rank=93|models/dataviz:elo=1077,wr=49.2,rank=80|models/gamedev:elo=1136,wr=58.5,rank=71|models/uicomponent:elo=1016,wr=45.4,rank=88|models/website:elo=1040,wr=47.8,rank=94"
"openai/gpt-4.1-nano","openai/gpt-4.1-nano-2025-04-14","OpenAI: GPT-4.1 Nano","OpenAI","GPT-4.1 Nano","1744651369","For tasks that demand low latency; GPT‑4.1 nano is the fastest and cheapest model in the GPT-4.1 series. It delivers exceptional performance at a small size with its 1 million...","1047576","image|text|file","text","GPT","","0.0000001","0.0000004","","","0.01","","0.000000025","","1047576","32768","true","max_completion_tokens|max_tokens|response_format|seed|structured_outputs|temperature|tool_choice|tools|top_p","{}","","2024-06-30","{""details"":""/api/v1/models/openai/gpt-4.1-nano-2025-04-14/endpoints""}","null","null","","models/3d:elo=1002,wr=46,rank=90|models/codecategories:elo=1012,wr=47.3,rank=97|models/dataviz:elo=935,wr=41.1,rank=99|models/gamedev:elo=1036,wr=49.6,rank=91|models/uicomponent:elo=970,wr=43.9,rank=93|models/website:elo=1016,wr=48.1,rank=99"
"meta-llama/llama-4-maverick","meta-llama/llama-4-maverick-17b-128e-instruct","Meta: Llama 4 Maverick","Meta","Llama 4 Maverick","1743881822","Llama 4 Maverick 17B Instruct (128E) is a high-capacity multimodal language model from Meta; built on a mixture-of-experts (MoE) architecture with 128 experts and 17 billion active parameters per forward...","1048576","text|image","text","Llama4","","0.00000015","0.0000006","","","","","","","1048576","16384","","frequency_penalty|logit_bias|logprobs|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_logprobs|top_p","{}","","2024-08-31","{""details"":""/api/v1/models/meta-llama/llama-4-maverick-17b-128e-instruct/endpoints""}","null","null","meta-llama/Llama-4-Maverick-17B-128E-Instruct","models/3d:elo=977,wr=40.2,rank=92|models/codecategories:elo=929,wr=35.8,rank=103|models/dataviz:elo=926,wr=38.4,rank=101|models/gamedev:elo=903,wr=33.7,rank=104|models/uicomponent:elo=954,wr=40.8,rank=95|models/website:elo=914,wr=34.4,rank=106"
"meta-llama/llama-4-scout","meta-llama/llama-4-scout-17b-16e-instruct","Meta: Llama 4 Scout","Meta","Llama 4 Scout","1743881519","Llama 4 Scout 17B Instruct (16E) is a mixture-of-experts (MoE) language model developed by Meta; activating 17 billion parameters out of a total of 109B. It supports native multimodal input...","10000000","text|image","text","Llama4","","0.0000001","0.0000003","","","","","","","327680","16384","","frequency_penalty|logit_bias|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_p","{}","","2024-08-31","{""details"":""/api/v1/models/meta-llama/llama-4-scout-17b-16e-instruct/endpoints""}","null","null","meta-llama/Llama-4-Scout-17B-16E-Instruct","models/codecategories:elo=839,wr=26.6,rank=107|models/dataviz:elo=939,wr=39.3,rank=97|models/gamedev:elo=838,wr=27.4,rank=106|models/uicomponent:elo=822,wr=25.5,rank=101|models/website:elo=793,wr=22.7,rank=113"
"deepseek/deepseek-chat-v3-0324","deepseek/deepseek-chat-v3-0324","DeepSeek: DeepSeek V3 0324","DeepSeek","DeepSeek V3 0324","1742824755","DeepSeek V3; a 685B-parameter; mixture-of-experts model; is the latest iteration of the flagship chat model family from the DeepSeek team. It succeeds the [DeepSeek V3](/deepseek/deepseek-chat-v3) model and performs really well...","163840","text","text","DeepSeek","","0.00000024","0.0000009","","","","","0.000000135","","163840","16384","","frequency_penalty|logit_bias|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_p","{}","","2024-07-31","{""details"":""/api/v1/models/deepseek/deepseek-chat-v3-0324/endpoints""}","null","null","deepseek-ai/DeepSeek-V3-0324",""
"openai/o1-pro","openai/o1-pro","OpenAI: o1-pro","OpenAI","o1-pro","1742423211","The o1 series of models are trained with reinforcement learning to think before they answer and perform complex reasoning. The o1-pro model uses more compute to think harder and provide...","200000","text|image|file","text","GPT","","0.00015","0.0006","","","0.01","","","","200000","100000","true","include_reasoning|max_tokens|reasoning|response_format|seed|structured_outputs","{}","","2023-10-31","{""details"":""/api/v1/models/openai/o1-pro/endpoints""}","null","null","",""
"mistralai/mistral-small-3.1-24b-instruct","mistralai/mistral-small-3.1-24b-instruct-2503","Mistral: Mistral Small 3.1 24B","Mistral","Mistral Small 3.1 24B","1742238937","Mistral Small 3.1 24B Instruct is an upgraded variant of Mistral Small 3 (2501); featuring 24 billion parameters with advanced multimodal capabilities. It provides state-of-the-art performance in text-based reasoning and...","128000","text|image","text","Mistral","","0.000000351","0.000000555","","","","","","","128000","128000","","frequency_penalty|logit_bias|logprobs|max_tokens|min_p|presence_penalty|repetition_penalty|seed|stop|temperature|top_k|top_logprobs|top_p","{""temperature"":0.3}","","2023-10-31","{""details"":""/api/v1/models/mistralai/mistral-small-3.1-24b-instruct-2503/endpoints""}","null","null","mistralai/Mistral-Small-3.1-24B-Instruct-2503",""
"google/gemma-3-4b-it","google/gemma-3-4b-it","Google: Gemma 3 4B","Google","Gemma 3 4B","1741905510","Gemma 3 introduces multimodality; supporting vision-language input and text outputs. It handles context windows up to 128k tokens; understands over 140 languages; and offers improved math; reasoning; and chat capabilities;...","131072","text|image","text","Gemini","gemma","0.00000005","0.0000001","","","","","","","131072","16384","","frequency_penalty|logit_bias|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|top_k|top_p","{}","","2024-08-31","{""details"":""/api/v1/models/google/gemma-3-4b-it/endpoints""}","null","null","google/gemma-3-4b-it",""
"google/gemma-3-12b-it","google/gemma-3-12b-it","Google: Gemma 3 12B","Google","Gemma 3 12B","1741902625","Gemma 3 introduces multimodality; supporting vision-language input and text outputs. It handles context windows up to 128k tokens; understands over 140 languages; and offers improved math; reasoning; and chat capabilities;...","131072","text|image","text","Gemini","gemma","0.00000005","0.00000015","","","","","","","131072","16384","","frequency_penalty|logit_bias|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_p","{}","","2024-08-31","{""details"":""/api/v1/models/google/gemma-3-12b-it/endpoints""}","null","null","google/gemma-3-12b-it",""
"cohere/command-a","cohere/command-a-03-2025","Cohere: Command A","Cohere","Command A","1741894342","Command A is an open-weights 111B parameter model with a 256k context window focused on delivering great performance across agentic; multilingual; and coding use cases. Compared to other leading proprietary...","256000","text","text","Other","","0.0000025","0.00001","","","","","","","256000","8192","true","frequency_penalty|max_tokens|presence_penalty|response_format|seed|stop|structured_outputs|temperature|top_k|top_p","{}","","2024-08-31","{""details"":""/api/v1/models/cohere/command-a-03-2025/endpoints""}","null","null","CohereForAI/c4ai-command-a-03-2025",""
"openai/gpt-4o-mini-search-preview","openai/gpt-4o-mini-search-preview-2025-03-11","OpenAI: GPT-4o-mini Search Preview","OpenAI","GPT-4o-mini Search Preview","1741818122","GPT-4o mini Search Preview is a specialized model for web search in Chat Completions. It is trained to understand and execute web search queries.","128000","text","text","GPT","","0.00000015","0.0000006","","","0.0275","","","","128000","16384","true","max_tokens|response_format|structured_outputs|web_search_options","{}","","2023-10-31","{""details"":""/api/v1/models/openai/gpt-4o-mini-search-preview-2025-03-11/endpoints""}","null","null","",""
"openai/gpt-4o-search-preview","openai/gpt-4o-search-preview-2025-03-11","OpenAI: GPT-4o Search Preview","OpenAI","GPT-4o Search Preview","1741817949","GPT-4o Search Previewis a specialized model for web search in Chat Completions. It is trained to understand and execute web search queries.","128000","text","text","GPT","","0.0000025","0.00001","","","0.035","","","","128000","16384","true","max_tokens|response_format|structured_outputs|web_search_options","{}","","2023-10-31","{""details"":""/api/v1/models/openai/gpt-4o-search-preview-2025-03-11/endpoints""}","null","null","",""
"rekaai/reka-flash-3","rekaai/reka-flash-3","Reka Flash 3","RekaFlash3","","1741812813","Reka Flash 3 is a general-purpose; instruction-tuned large language model with 21 billion parameters; developed by Reka. It excels at general chat; coding tasks; instruction-following; and function calling. Featuring a...","65536","text","text","Other","","0.0000001","0.0000002","","","","","","","65536","65536","","frequency_penalty|include_reasoning|logprobs|max_tokens|presence_penalty|reasoning|seed|stop|structured_outputs|temperature|top_k|top_logprobs|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","2025-01-31","{""details"":""/api/v1/models/rekaai/reka-flash-3/endpoints""}","null","null","RekaAI/reka-flash-3",""
"google/gemma-3-27b-it","google/gemma-3-27b-it","Google: Gemma 3 27B","Google","Gemma 3 27B","1741756359","Gemma 3 introduces multimodality; supporting vision-language input and text outputs. It handles context windows up to 128k tokens; understands over 140 languages; and offers improved math; reasoning; and chat capabilities;...","131072","text|image","text","Gemini","gemma","0.00000008","0.00000016","","","","","","","131072","16384","","frequency_penalty|logit_bias|logprobs|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_logprobs|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","2024-08-31","{""details"":""/api/v1/models/google/gemma-3-27b-it/endpoints""}","null","null","google/gemma-3-27b-it",""
"thedrummer/skyfall-36b-v2","thedrummer/skyfall-36b-v2","TheDrummer: Skyfall 36B V2","TheDrummer","Skyfall 36B V2","1741636566","Skyfall 36B v2 is an enhanced iteration of Mistral Small 2501; specifically fine-tuned for improved creativity; nuanced writing; role-playing; and coherent storytelling.","32768","text","text","Other","","0.00000055","0.0000008","","","","","0.00000025","","32768","32768","","frequency_penalty|logit_bias|logprobs|max_tokens|presence_penalty|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|top_k|top_logprobs|top_p","{}","","2024-06-30","{""details"":""/api/v1/models/thedrummer/skyfall-36b-v2/endpoints""}","null","null","TheDrummer/Skyfall-36B-v2",""
